俄罗斯航空, SU8427, 波音737, 莫斯科, 2024-12-01 04:36, 柏林, 2024-12-01 06:22, 1648, 197
海南航空, HU2035, 波音777, 成都, 2024-12-01 11:57, 伦敦, 2024-12-01 21:03, 8446, 67
海南航空, HU5027, 波音787, 成都, 2024-12-01 06:55, 柏林, 2024-12-01 15:15, 7725, 54
中国国际航空, CA7763, 波音777, 成都, 2024-12-01 02:57, 巴黎, 2024-12-01 12:17, 8652, 38
东方航空, MU6671, 空客A350, 成都, 2024-12-01 05:31, 柏林, 2024-12-01 13:51, 7725, 156
中国国际航空, CA8850, 波音737, 成都, 2024-12-01 14:13, 哈尔滨, 2024-12-01 17:06, 2678, 195
中国国际航空, CA9638, 空客A320, 成都, 2024-12-01 03:05, 纽约, 2024-12-01 15:18, 11330, 103
美联航, UA7476, 空客A330, 洛杉矶, 2024-12-01 12:00, 西安, 2024-12-01 23:00, 10197, 81
美联航, UA2211, 空客A350, 洛杉矶, 2024-12-01 05:51, 乌鲁木齐, 2024-12-01 15:37, 9064, 185
美联航, UA8706, 空客A320, 洛杉矶, 2024-12-01 09:55, 上海, 2024-12-01 21:01, 10300, 147
美联航, UA7032, 波音777, 洛杉矶, 2024-12-01 08:20, 悉尼, 2024-12-01 21:40, 12360, 122
美联航, UA2110, 波音737, 洛杉矶, 2024-12-01 04:12, 东京, 2024-12-01 13:58, 9064, 164
美联航, UA3746, 波音787, 洛杉矶, 2024-12-01 03:19, 成都, 2024-12-01 14:25, 10300, 187
美联航, UA9793, 波音777, 洛杉矶, 2024-12-01 08:54, 上海, 2024-12-01 20:00, 10300, 121
美联航, UA1450, 空客A350, 洛杉矶, 2024-12-01 02:52, 莫斯科, 2024-12-01 13:38, 9991, 108
美联航, UA4063, 波音787, 洛杉矶, 2024-12-01 00:39, 伦敦, 2024-12-01 10:25, 9064, 133
美联航, UA9477, 波音777, 洛杉矶, 2024-12-01 00:40, 拉萨, 2024-12-01 12:06, 10609, 54
美联航, UA7373, 波音787, 洛杉矶, 2024-12-01 01:28, 悉尼, 2024-12-01 14:48, 12360, 8
美联航, UA4522, 波音787, 洛杉矶, 2024-12-01 07:54, 成都, 2024-12-01 19:00, 10300, 33
美联航, UA7054, 空客A350, 洛杉矶, 2024-12-01 08:29, 曼谷, 2024-12-01 23:09, 13596, 62
美联航, UA9422, 空客A330, 洛杉矶, 2024-12-01 06:04, 伦敦, 2024-12-01 15:50, 9064, 92
美联航, UA9103, 波音787, 洛杉矶, 2024-12-01 13:44, 纽约, 2024-12-01 18:04, 4017, 96
美联航, UA8189, 空客A350, 洛杉矶, 2024-12-01 02:04, 北京, 2024-12-01 13:10, 10300, 47
美联航, UA8087, 空客A330, 洛杉矶, 2024-12-01 01:44, 伦敦, 2024-12-01 11:30, 9064, 195
美联航, UA9483, 波音777, 洛杉矶, 2024-12-01 14:14, 伦敦, 2024-12-02 00:00, 9064, 67
美联航, UA8117, 空客A350, 洛杉矶, 2024-12-01 10:16, 北京, 2024-12-01 21:22, 10300, 119
美联航, UA9480, 空客A320, 洛杉矶, 2024-12-01 06:50, 莫斯科, 2024-12-01 17:36, 9991, 27
美联航, UA4339, 空客A320, 洛杉矶, 2024-12-01 10:18, 西安, 2024-12-01 21:18, 10197, 185
美联航, UA5556, 空客A350, 洛杉矶, 2024-12-01 04:29, 昆明, 2024-12-01 16:15, 10918, 106
美联航, UA6339, 波音737, 洛杉矶, 2024-12-01 09:33, 东京, 2024-12-01 19:19, 9064, 31
美联航, UA1848, 波音777, 洛杉矶, 2024-12-01 03:44, 乌鲁木齐, 2024-12-01 13:30, 9064, 126
美联航, UA7719, 波音777, 洛杉矶, 2024-12-01 05:43, 东京, 2024-12-01 15:29, 9064, 102
泰国航空, TG7261, 波音737, 曼谷, 2024-12-01 15:18, 广州, 2024-12-01 16:58, 1545, 6
泰国航空, TG8234, 空客A350, 曼谷, 2024-12-01 05:03, 昆明, 2024-12-01 06:09, 1030, 143
泰国航空, TG3911, 空客A320, 曼谷, 2024-12-01 10:38, 柏林, 2024-12-01 20:31, 9167, 108
泰国航空, TG7425, 波音777, 曼谷, 2024-12-01 01:02, 西安, 2024-12-01 04:08, 2884, 96
泰国航空, TG1287, 波音787, 曼谷, 2024-12-01 07:03, 莫斯科, 2024-12-01 14:49, 7210, 162
泰国航空, TG7583, 波音737, 曼谷, 2024-12-01 17:05, 南宁, 2024-12-01 18:11, 1030, 80
泰国航空, TG3187, 空客A330, 曼谷, 2024-12-01 05:57, 柏林, 2024-12-01 15:50, 9167, 66
泰国航空, TG3204, 空客A330, 曼谷, 2024-12-01 16:26, 东京, 2024-12-01 21:26, 4635, 17
泰国航空, TG2313, 波音787, 曼谷, 2024-12-01 02:20, 洛杉矶, 2024-12-01 17:00, 13596, 154
泰国航空, TG7809, 波音787, 曼谷, 2024-12-01 08:40, 呼和浩特, 2024-12-01 12:46, 3811, 116
泰国航空, TG1428, 空客A330, 曼谷, 2024-12-01 05:16, 成都, 2024-12-01 07:29, 2060, 184
泰国航空, TG8663, 空客A320, 曼谷, 2024-12-01 07:37, 纽约, 2024-12-01 22:57, 14214, 111
泰国航空, TG6658, 波音787, 曼谷, 2024-12-01 02:54, 首尔, 2024-12-01 07:00, 3811, 166
泰国航空, TG8919, 波音777, 曼谷, 2024-12-01 16:05, 昆明, 2024-12-01 17:11, 1030, 44
泰国航空, TG5306, 波音777, 曼谷, 2024-12-01 03:29, 首尔, 2024-12-01 07:35, 3811, 108
泰国航空, TG3834, 空客A320, 曼谷, 2024-12-01 13:29, 广州, 2024-12-01 15:09, 1545, 152
泰国航空, TG6451, 波音737, 曼谷, 2024-12-01 11:28, 成都, 2024-12-01 13:41, 2060, 140
泰国航空, TG4594, 空客A320, 曼谷, 2024-12-01 19:35, 合肥, 2024-12-01 22:41, 2884, 135
泰国航空, TG4395, 波音787, 曼谷, 2024-12-01 12:08, 西安, 2024-12-01 15:14, 2884, 124
泰国航空, TG2317, 波音777, 曼谷, 2024-12-01 18:07, 上海, 2024-12-01 21:07, 2781, 76
泰国航空, TG1187, 波音737, 曼谷, 2024-12-01 13:33, 莫斯科, 2024-12-01 21:19, 7210, 100
泰国航空, TG3016, 空客A320, 曼谷, 2024-12-01 04:14, 洛杉矶, 2024-12-01 18:54, 13596, 171
泰国航空, TG5547, 波音737, 曼谷, 2024-12-01 17:00, 首尔, 2024-12-01 21:06, 3811, 111
泰国航空, TG6240, 空客A330, 曼谷, 2024-12-01 07:35, 洛杉矶, 2024-12-01 22:15, 13596, 39
泰国航空, TG5997, 空客A350, 曼谷, 2024-12-01 15:11, 乌鲁木齐, 2024-12-01 21:17, 5665, 115
泰国航空, TG6375, 空客A330, 曼谷, 2024-12-01 12:55, 巴黎, 2024-12-01 23:48, 10094, 146
泰国航空, TG6931, 波音737, 曼谷, 2024-12-01 00:12, 南宁, 2024-12-01 01:18, 1030, 155
泰国航空, TG5181, 波音777, 曼谷, 2024-12-01 13:07, 伦敦, 2024-12-01 23:40, 9785, 196
泰国航空, TG4329, 波音787, 曼谷, 2024-12-01 04:03, 成都, 2024-12-01 06:16, 2060, 104
泰国航空, TG6672, 空客A330, 曼谷, 2024-12-01 01:33, 纽约, 2024-12-01 16:53, 14214, 120
泰国航空, TG4051, 空客A330, 曼谷, 2024-12-01 04:57, 昆明, 2024-12-01 06:03, 1030, 143
泰国航空, TG3594, 空客A330, 曼谷, 2024-12-01 15:51, 广州, 2024-12-01 17:31, 1545, 189
大韩航空, KE9970, 波音737, 首尔, 2024-12-01 13:01, 昆明, 2024-12-01 15:47, 2575, 195
大韩航空, KE2967, 波音777, 首尔, 2024-12-01 14:14, 曼谷, 2024-12-01 18:20, 3811, 10
大韩航空, KE2274, 空客A350, 首尔, 2024-12-01 08:22, 昆明, 2024-12-01 11:08, 2575, 163
大韩航空, KE3119, 波音737, 首尔, 2024-12-01 16:03, 曼谷, 2024-12-01 20:09, 3811, 103
大韩航空, KE2404, 波音787, 首尔, 2024-12-01 00:56, 南宁, 2024-12-01 03:42, 2575, 195
大韩航空, KE1112, 波音737, 首尔, 2024-12-01 06:51, 曼谷, 2024-12-01 10:57, 3811, 155
大韩航空, KE1090, 空客A320, 首尔, 2024-12-01 10:31, 巴黎, 2024-12-01 20:37, 9373, 179
大韩航空, KE7515, 波音777, 首尔, 2024-12-01 07:28, 昆明, 2024-12-01 10:14, 2575, 195
大韩航空, KE5241, 波音777, 首尔, 2024-12-01 09:24, 纽约, 2024-12-01 21:37, 11330, 27
大韩航空, KE4310, 空客A330, 首尔, 2024-12-01 13:21, 南宁, 2024-12-01 16:07, 2575, 34
大韩航空, KE3789, 波音787, 首尔, 2024-12-01 13:26, 呼和浩特, 2024-12-01 14:59, 1442, 77
大韩航空, KE8622, 空客A320, 首尔, 2024-12-01 02:00, 成都, 2024-12-01 04:33, 2369, 96
大韩航空, KE1227, 波音737, 首尔, 2024-12-01 18:25, 西安, 2024-12-01 20:25, 1854, 13
大韩航空, KE9804, 空客A330, 首尔, 2024-12-01 17:04, 广州, 2024-12-01 19:17, 2060, 141
大韩航空, KE7856, 波音787, 首尔, 2024-12-01 07:12, 伦敦, 2024-12-01 16:58, 9064, 176
大韩航空, KE2114, 空客A350, 首尔, 2024-12-01 12:49, 西安, 2024-12-01 14:49, 1854, 86
大韩航空, KE5017, 空客A350, 首尔, 2024-12-01 06:04, 纽约, 2024-12-01 18:17, 11330, 71
大韩航空, KE9030, 波音777, 首尔, 2024-12-01 09:30, 东京, 2024-12-01 10:50, 1236, 111
大韩航空, KE7197, 空客A350, 首尔, 2024-12-01 10:39, 拉萨, 2024-12-01 13:59, 3090, 173
大韩航空, KE8572, 波音787, 首尔, 2024-12-01 05:44, 上海, 2024-12-01 06:44, 927, 44
大韩航空, KE5680, 空客A350, 首尔, 2024-12-01 05:26, 莫斯科, 2024-12-01 12:46, 6798, 194
美联航, UA9858, 波音787, 纽约, 2024-12-01 06:48, 哈尔滨, 2024-12-01 18:14, 10609, 78
美联航, UA7721, 空客A330, 纽约, 2024-12-01 07:45, 伦敦, 2024-12-01 13:58, 5768, 100
美联航, UA4851, 波音777, 纽约, 2024-12-01 07:27, 乌鲁木齐, 2024-12-01 18:20, 10094, 38
美联航, UA9538, 空客A320, 纽约, 2024-12-01 00:37, 乌鲁木齐, 2024-12-01 11:30, 10094, 7
美联航, UA1357, 波音737, 纽约, 2024-12-01 12:40, 洛杉矶, 2024-12-01 17:00, 4017, 62
美联航, UA8536, 波音737, 纽约, 2024-12-01 10:54, 哈尔滨, 2024-12-01 22:20, 10609, 187
美联航, UA9689, 空客A330, 纽约, 2024-12-01 08:03, 昆明, 2024-12-01 20:56, 11948, 121
美联航, UA9002, 波音777, 纽约, 2024-12-01 03:45, 巴黎, 2024-12-01 10:11, 5974, 110
美联航, UA9751, 波音777, 纽约, 2024-12-01 06:24, 昆明, 2024-12-01 19:17, 11948, 189
美联航, UA4825, 空客A330, 纽约, 2024-12-01 11:16, 哈尔滨, 2024-12-01 22:42, 10609, 13
美联航, UA4232, 空客A320, 纽约, 2024-12-01 02:43, 曼谷, 2024-12-01 18:03, 14214, 110
美联航, UA6977, 波音787, 纽约, 2024-12-01 00:39, 呼和浩特, 2024-12-01 12:25, 10918, 196
美联航, UA1953, 波音777, 纽约, 2024-12-01 07:40, 上海, 2024-12-01 19:53, 11330, 156
美联航, UA5111, 波音787, 纽约, 2024-12-01 10:28, 广州, 2024-12-01 23:54, 12463, 87
美联航, UA8044, 空客A330, 纽约, 2024-12-01 06:58, 曼谷, 2024-12-01 22:18, 14214, 55
美联航, UA4349, 波音777, 纽约, 2024-12-01 08:52, 巴黎, 2024-12-01 15:18, 5974, 83
美联航, UA3823, 空客A320, 纽约, 2024-12-01 02:55, 柏林, 2024-12-01 10:15, 6798, 178
美联航, UA6621, 波音787, 纽约, 2024-12-01 09:19, 莫斯科, 2024-12-01 17:39, 7725, 101
美联航, UA8188, 空客A350, 纽约, 2024-12-01 05:59, 曼谷, 2024-12-01 21:19, 14214, 155
美联航, UA7266, 波音787, 纽约, 2024-12-01 01:06, 悉尼, 2024-12-01 18:46, 16377, 66
美联航, UA9467, 波音737, 纽约, 2024-12-01 15:10, 伦敦, 2024-12-01 21:23, 5768, 76
美联航, UA6922, 波音787, 纽约, 2024-12-01 04:29, 成都, 2024-12-01 16:42, 11330, 54
南方航空, CZ5083, 空客A330, 昆明, 2024-12-01 18:48, 北京, 2024-12-01 20:54, 1957, 163
东方航空, MU4863, 波音777, 昆明, 2024-12-01 16:46, 曼谷, 2024-12-01 17:52, 1030, 124
南方航空, CZ7596, 空客A350, 昆明, 2024-12-01 01:28, 成都, 2024-12-01 02:14, 721, 62
南方航空, CZ6207, 波音737, 昆明, 2024-12-01 10:27, 悉尼, 2024-12-01 18:13, 7210, 65
中国国际航空, CA2543, 波音777, 昆明, 2024-12-01 05:45, 乌鲁木齐, 2024-12-01 09:05, 3090, 172
南方航空, CZ7553, 波音787, 昆明, 2024-12-01 19:19, 首尔, 2024-12-01 22:05, 2575, 144
东方航空, MU4435, 空客A350, 昆明, 2024-12-01 10:23, 呼和浩特, 2024-12-01 12:49, 2266, 183
南方航空, CZ6065, 波音777, 昆明, 2024-12-01 09:00, 洛杉矶, 2024-12-01 20:46, 10918, 38
中国国际航空, CA2412, 空客A330, 昆明, 2024-12-01 07:03, 成都, 2024-12-01 07:49, 721, 140
东方航空, MU7755, 波音737, 昆明, 2024-12-01 01:34, 悉尼, 2024-12-01 09:20, 7210, 57
中国国际航空, CA7345, 波音787, 昆明, 2024-12-01 14:27, 广州, 2024-12-01 15:33, 1030, 12
南方航空, CZ2002, 空客A320, 昆明, 2024-12-01 04:43, 伦敦, 2024-12-01 14:29, 9064, 199
中国国际航空, CA3878, 空客A320, 昆明, 2024-12-01 03:53, 乌鲁木齐, 2024-12-01 07:13, 3090, 31
中国国际航空, CA3501, 波音777, 昆明, 2024-12-01 13:41, 拉萨, 2024-12-01 15:07, 1339, 78
南方航空, CZ2080, 空客A330, 昆明, 2024-12-01 03:10, 北京, 2024-12-01 05:16, 1957, 86
南方航空, CZ8708, 空客A330, 昆明, 2024-12-01 11:37, 拉萨, 2024-12-01 13:03, 1339, 130
中国国际航空, CA3901, 波音737, 昆明, 2024-12-01 05:01, 北京, 2024-12-01 07:07, 1957, 165
东方航空, MU7072, 波音777, 昆明, 2024-12-01 08:37, 洛杉矶, 2024-12-01 20:23, 10918, 83
中国国际航空, CA9279, 波音777, 昆明, 2024-12-01 13:17, 呼和浩特, 2024-12-01 15:43, 2266, 15
中国国际航空, CA7607, 空客A350, 昆明, 2024-12-01 08:29, 广州, 2024-12-01 09:35, 1030, 109
南方航空, CZ8735, 空客A320, 昆明, 2024-12-01 09:02, 首尔, 2024-12-01 11:48, 2575, 115
中国国际航空, CA1296, 空客A350, 昆明, 2024-12-01 15:32, 悉尼, 2024-12-01 23:18, 7210, 29
东方航空, MU2947, 空客A350, 昆明, 2024-12-01 16:48, 曼谷, 2024-12-01 17:54, 1030, 86
东方航空, MU1246, 空客A330, 昆明, 2024-12-01 17:02, 合肥, 2024-12-01 18:48, 1648, 171
东方航空, MU6752, 波音737, 南宁, 2024-12-01 18:58, 曼谷, 2024-12-01 20:04, 1030, 108
东方航空, MU4578, 空客A320, 南宁, 2024-12-01 13:22, 拉萨, 2024-12-01 15:35, 2060, 151
东方航空, MU8669, 波音787, 南宁, 2024-12-01 07:53, 呼和浩特, 2024-12-01 10:53, 2781, 91
东方航空, MU8834, 空客A330, 南宁, 2024-12-01 15:38, 合肥, 2024-12-01 17:18, 1545, 115
南方航空, CZ6031, 波音787, 南宁, 2024-12-01 10:35, 伦敦, 2024-12-01 21:08, 9785, 167
南方航空, CZ8357, 波音737, 南宁, 2024-12-01 22:25, 成都, 2024-12-01 23:51, 1339, 151
东方航空, MU7925, 空客A320, 南宁, 2024-12-01 02:29, 乌鲁木齐, 2024-12-01 06:55, 4120, 109
东方航空, MU9825, 空客A330, 南宁, 2024-12-01 10:29, 昆明, 2024-12-01 11:22, 824, 62
东方航空, MU3482, 空客A320, 南宁, 2024-12-01 12:45, 曼谷, 2024-12-01 13:51, 1030, 153
南方航空, CZ6598, 空客A320, 南宁, 2024-12-01 10:08, 伦敦, 2024-12-01 20:41, 9785, 91
东方航空, MU1509, 空客A320, 南宁, 2024-12-01 02:01, 成都, 2024-12-01 03:27, 1339, 4
南方航空, CZ4529, 波音737, 南宁, 2024-12-01 14:02, 西安, 2024-12-01 16:02, 1854, 163
东方航空, MU6124, 空客A320, 南宁, 2024-12-01 16:08, 上海, 2024-12-01 18:01, 1751, 50
东方航空, MU8961, 空客A320, 南宁, 2024-12-01 03:17, 成都, 2024-12-01 04:43, 1339, 84
东方航空, MU9576, 空客A320, 南宁, 2024-12-01 05:24, 悉尼, 2024-12-01 13:10, 7210, 92
东方航空, MU8845, 波音737, 南宁, 2024-12-01 12:10, 柏林, 2024-12-01 21:56, 9064, 190
南方航空, CZ5899, 波音777, 南宁, 2024-12-01 00:43, 上海, 2024-12-01 02:36, 1751, 134
东方航空, MU8979, 空客A350, 南宁, 2024-12-01 01:21, 西安, 2024-12-01 03:21, 1854, 39
南方航空, CZ6760, 空客A350, 南宁, 2024-12-01 21:19, 西安, 2024-12-01 23:19, 1854, 156
东方航空, MU2729, 波音777, 南宁, 2024-12-01 01:13, 洛杉矶, 2024-12-01 13:46, 11639, 149
南方航空, CZ6570, 空客A330, 南宁, 2024-12-01 08:13, 巴黎, 2024-12-01 18:59, 9991, 20
南方航空, CZ7883, 空客A350, 南宁, 2024-12-01 05:22, 拉萨, 2024-12-01 07:35, 2060, 185
南方航空, CZ3398, 空客A330, 南宁, 2024-12-01 15:52, 广州, 2024-12-01 16:25, 515, 13
南方航空, CZ3576, 波音737, 南宁, 2024-12-01 04:48, 曼谷, 2024-12-01 05:54, 1030, 165
南方航空, CZ7942, 空客A320, 南宁, 2024-12-01 09:44, 昆明, 2024-12-01 10:37, 824, 62
南方航空, CZ1579, 波音737, 南宁, 2024-12-01 05:59, 伦敦, 2024-12-01 16:32, 9785, 41
南方航空, CZ2778, 空客A330, 南宁, 2024-12-01 11:16, 首尔, 2024-12-01 14:02, 2575, 14
东方航空, MU2968, 空客A320, 南宁, 2024-12-01 10:22, 成都, 2024-12-01 11:48, 1339, 152
东方航空, MU8619, 波音737, 西安, 2024-12-01 12:29, 伦敦, 2024-12-01 21:29, 8343, 169
海南航空, HU6423, 波音777, 西安, 2024-12-01 00:42, 悉尼, 2024-12-01 10:08, 8755, 29
中国国际航空, CA6228, 波音787, 西安, 2024-12-01 03:31, 北京, 2024-12-01 04:31, 927, 18
海南航空, HU3763, 波音787, 西安, 2024-12-01 08:33, 莫斯科, 2024-12-01 15:59, 6901, 91
东方航空, MU9769, 空客A330, 西安, 2024-12-01 19:46, 拉萨, 2024-12-01 21:32, 1648, 24
海南航空, HU3565, 空客A330, 西安, 2024-12-01 16:28, 北京, 2024-12-01 17:28, 927, 164
东方航空, MU8892, 空客A320, 西安, 2024-12-01 08:25, 昆明, 2024-12-01 09:58, 1442, 7
东方航空, MU7979, 空客A320, 西安, 2024-12-01 13:34, 首尔, 2024-12-01 15:34, 1854, 122
海南航空, HU7906, 波音737, 西安, 2024-12-01 09:23, 东京, 2024-12-01 12:16, 2678, 106
中国国际航空, CA2011, 波音777, 西安, 2024-12-01 04:43, 北京, 2024-12-01 05:43, 927, 107
中国国际航空, CA1734, 空客A330, 西安, 2024-12-01 00:33, 曼谷, 2024-12-01 03:39, 2884, 44
海南航空, HU3228, 波音777, 西安, 2024-12-01 12:45, 东京, 2024-12-01 15:38, 2678, 109
中国国际航空, CA7256, 空客A350, 西安, 2024-12-01 02:09, 拉萨, 2024-12-01 03:55, 1648, 124
中国国际航空, CA2655, 空客A330, 西安, 2024-12-01 08:31, 昆明, 2024-12-01 10:04, 1442, 76
海南航空, HU4167, 波音777, 西安, 2024-12-01 00:29, 悉尼, 2024-12-01 09:55, 8755, 97
中国国际航空, CA5648, 空客A350, 西安, 2024-12-01 01:53, 拉萨, 2024-12-01 03:39, 1648, 37
海南航空, HU5814, 波音787, 西安, 2024-12-01 13:22, 巴黎, 2024-12-01 22:35, 8549, 153
中国国际航空, CA4707, 波音737, 西安, 2024-12-01 02:23, 纽约, 2024-12-01 14:29, 11227, 138
东方航空, MU9737, 空客A330, 西安, 2024-12-01 01:51, 首尔, 2024-12-01 03:51, 1854, 77
中国国际航空, CA4461, 空客A350, 西安, 2024-12-01 14:14, 悉尼, 2024-12-01 23:40, 8755, 28
海南航空, HU5266, 波音737, 西安, 2024-12-01 01:54, 呼和浩特, 2024-12-01 02:44, 772.5, 134
日本航空, JL7869, 波音787, 东京, 2024-12-01 05:37, 首尔, 2024-12-01 06:57, 1236, 148
法国航空, AF2423, 空客A330, 东京, 2024-12-01 03:15, 洛杉矶, 2024-12-01 13:01, 9064, 31
英国航空, BA7195, 波音777, 东京, 2024-12-01 11:57, 柏林, 2024-12-01 21:50, 9167, 200
澳洲航空, QF2754, 空客A350, 东京, 2024-12-01 06:32, 伦敦, 2024-12-01 17:05, 9785, 96
英国航空, BA5088, 波音737, 东京, 2024-12-01 08:14, 首尔, 2024-12-01 09:34, 1236, 131
澳洲航空, QF1393, 波音787, 东京, 2024-12-01 02:32, 广州, 2024-12-01 05:38, 2884, 80
日本航空, JL3251, 空客A330, 东京, 2024-12-01 19:06, 广州, 2024-12-01 22:12, 2884, 2
日本航空, JL6781, 波音787, 东京, 2024-12-01 09:00, 合肥, 2024-12-01 11:26, 2266, 161
美联航, UA5113, 空客A330, 东京, 2024-12-01 10:04, 柏林, 2024-12-01 19:57, 9167, 127
美联航, UA9796, 波音777, 东京, 2024-12-01 13:29, 首尔, 2024-12-01 14:49, 1236, 102
全日空, NH4432, 波音737, 东京, 2024-12-01 07:08, 西安, 2024-12-01 10:01, 2678, 134
英国航空, BA9725, 空客A350, 东京, 2024-12-01 07:32, 上海, 2024-12-01 09:32, 1854, 138
法国航空, AF3381, 波音777, 东京, 2024-12-01 18:48, 广州, 2024-12-01 21:54, 2884, 21
美联航, UA8848, 波音787, 东京, 2024-12-01 11:23, 莫斯科, 2024-12-01 19:43, 7725, 143
全日空, NH4305, 空客A350, 东京, 2024-12-01 09:40, 呼和浩特, 2024-12-01 12:26, 2575, 77
澳洲航空, QF3200, 空客A350, 东京, 2024-12-01 14:09, 北京, 2024-12-01 16:29, 2163, 154
美联航, UA9912, 波音777, 东京, 2024-12-01 04:45, 西安, 2024-12-01 07:38, 2678, 197
日本航空, JL1887, 空客A330, 东京, 2024-12-01 01:53, 呼和浩特, 2024-12-01 04:39, 2575, 132
法国航空, AF9834, 波音777, 东京, 2024-12-01 13:48, 合肥, 2024-12-01 16:14, 2266, 181
南方航空, CZ9829, 空客A330, 广州, 2024-12-01 16:52, 乌鲁木齐, 2024-12-01 21:05, 3914, 182
泰国航空, TG1985, 波音777, 广州, 2024-12-01 03:57, 拉萨, 2024-12-01 06:30, 2369, 105
泰国航空, TG4271, 波音737, 广州, 2024-12-01 09:55, 首尔, 2024-12-01 12:08, 2060, 125
全日空, NH4965, 波音787, 广州, 2024-12-01 09:53, 西安, 2024-12-01 11:33, 1545, 8
南方航空, CZ3929, 波音737, 广州, 2024-12-01 00:01, 东京, 2024-12-01 03:07, 2884, 29
南方航空, CZ7527, 空客A330, 广州, 2024-12-01 12:01, 上海, 2024-12-01 13:21, 1236, 166
中国国际航空, CA6434, 波音787, 广州, 2024-12-01 09:04, 伦敦, 2024-12-01 19:24, 9579, 153
海南航空, HU8747, 波音737, 广州, 2024-12-01 05:35, 纽约, 2024-12-01 19:01, 12463, 32
泰国航空, TG4854, 波音787, 广州, 2024-12-01 00:48, 莫斯科, 2024-12-01 09:34, 8137, 114
泰国航空, TG7788, 空客A320, 广州, 2024-12-01 09:53, 乌鲁木齐, 2024-12-01 14:06, 3914, 152
泰国航空, TG2322, 波音787, 广州, 2024-12-01 05:34, 伦敦, 2024-12-01 15:54, 9579, 99
海南航空, HU8904, 空客A320, 广州, 2024-12-01 16:39, 首尔, 2024-12-01 18:52, 2060, 93
南方航空, CZ2251, 空客A320, 广州, 2024-12-01 05:44, 柏林, 2024-12-01 15:17, 8858, 51
泰国航空, TG5827, 空客A350, 广州, 2024-12-01 01:50, 合肥, 2024-12-01 03:03, 1133, 50
泰国航空, TG3198, 波音737, 广州, 2024-12-01 12:33, 呼和浩特, 2024-12-01 15:19, 2575, 182
中国国际航空, CA4504, 空客A330, 广州, 2024-12-01 15:11, 成都, 2024-12-01 16:44, 1442, 116
全日空, NH2858, 空客A350, 广州, 2024-12-01 14:08, 成都, 2024-12-01 15:41, 1442, 107
全日空, NH4573, 波音737, 广州, 2024-12-01 21:23, 成都, 2024-12-01 22:56, 1442, 195
中国国际航空, CA9528, 空客A330, 广州, 2024-12-01 12:42, 南宁, 2024-12-01 13:15, 515, 80
汉莎航空, LH8988, 空客A330, 北京, 2024-12-01 02:44, 纽约, 2024-12-01 14:57, 11330, 198
中国国际航空, CA1437, 空客A330, 北京, 2024-12-01 02:05, 上海, 2024-12-01 03:18, 1133, 117
海南航空, HU9557, 波音737, 北京, 2024-12-01 13:04, 南宁, 2024-12-01 15:37, 2369, 198
南方航空, CZ3691, 空客A330, 北京, 2024-12-01 16:49, 拉萨, 2024-12-01 19:15, 2266, 174
海南航空, HU1777, 空客A320, 北京, 2024-12-01 07:14, 莫斯科, 2024-12-01 13:40, 5974, 88
泰国航空, TG8625, 空客A330, 北京, 2024-12-01 16:05, 昆明, 2024-12-01 18:11, 1957, 12
大韩航空, KE7366, 波音737, 北京, 2024-12-01 05:42, 西安, 2024-12-01 06:42, 927, 98
泰国航空, TG4519, 波音787, 北京, 2024-12-01 07:08, 纽约, 2024-12-01 19:21, 11330, 122
泰国航空, TG4325, 波音737, 北京, 2024-12-01 07:24, 昆明, 2024-12-01 09:30, 1957, 106
大韩航空, KE9249, 空客A320, 北京, 2024-12-01 03:18, 巴黎, 2024-12-01 12:38, 8652, 175
俄罗斯航空, SU3584, 空客A350, 北京, 2024-12-01 01:49, 巴黎, 2024-12-01 11:09, 8652, 17
海南航空, HU4833, 波音737, 北京, 2024-12-01 01:36, 南宁, 2024-12-01 04:09, 2369, 104
俄罗斯航空, SU7132, 空客A320, 北京, 2024-12-01 08:06, 乌鲁木齐, 2024-12-01 10:32, 2266, 109
东方航空, MU8632, 波音737, 北京, 2024-12-01 02:41, 纽约, 2024-12-01 14:54, 11330, 128
法国航空, AF2037, 波音737, 北京, 2024-12-01 08:51, 悉尼, 2024-12-01 18:51, 9270, 151
全日空, NH9330, 波音787, 北京, 2024-12-01 16:40, 合肥, 2024-12-01 17:46, 1030, 51
南方航空, CZ4372, 波音777, 北京, 2024-12-01 01:00, 西安, 2024-12-01 02:00, 927, 164
汉莎航空, LH5426, 波音787, 北京, 2024-12-01 15:28, 莫斯科, 2024-12-01 21:54, 5974, 10
美联航, UA4571, 波音737, 北京, 2024-12-01 02:16, 东京, 2024-12-01 04:36, 2163, 32
南方航空, CZ2734, 波音737, 北京, 2024-12-01 05:12, 洛杉矶, 2024-12-01 16:18, 10300, 15
